CodProducto;Nombre;Presentacion;Laboratorio;Ubicacion;Exento;Excluido;NoGravado;Gravado;Costo;ContenidoIntCaja;ContenidoIntBlister;ContenidoIntUnidad;Iva;InventarioCaja;InventarioBlister;InventarioUnidad;CostoCaja;CostoBlister;CostoUnidad;ValorIvaCaja;ValorIvaBlister;ValorIvaUnidad;CostoTotal;CostoTotalIva;VentaTotal;Sucursal;CodigoBarras;PrecioUnidad;PrecioCaja;PrecioBlister;IdProducto
070942018401;SEDA DENTAL 2004 183 MTS;AMPOLLA;N/A ;GANCHERA ;0.00;0.00;0.00;4467.00;4467.00;1;0;0;19;1;0;0;4467.00;0.00;0.00;848.73;0.00;0.00;4467.00;5315.73;6300.00;30569;NULL;0.00;6300.00;0.00;13163
070942303194;HILO DENTAL GUM MENTA 129M;AMPOLLA;N/A ;GANCHERA ;0.00;0.00;0.00;3319.00;3319.00;1;0;0;19;1;0;0;3319.00;0.00;0.00;630.61;0.00;0.00;3319.00;3949.61;4600.00;30569;NULL;0.00;4600.00;0.00;12800
070942306935;KIT ORTODONCIA GUM;ESTUCHE;N/A ;GANCHERA ;0.00;0.00;0.00;15578.00;7789.00;1;0;0;19;2;0;0;15578.00;0.00;0.00;2959.82;0.00;0.00;15578.00;18537.82;31800.00;30569;NULL;0.00;15900.00;0.00;10710
070942507240;CERA DE ORTODONCIA SEPARATA;UNIDAD;N/A ;GANCHERA ;0.00;0.00;0.00;1991.33;1991.33;1;0;0;19;1;0;0;1991.33;0.00;0.00;378.35;0.00;0.00;1991.33;2369.68;3000.00;30569;NULL;0.00;3000.00;0.00;9719
070942507240;CERA DE ORTODONCIA SEPARATA;UNIDAD;N/A ;GANCHERA ;0.00;0.00;0.00;2114.00;2114.00;1;0;0;19;1;0;0;2114.00;0.00;0.00;401.66;0.00;0.00;2114.00;2515.66;3000.00;30569;NULL;0.00;3000.00;0.00;9719
07702467840068;NEWTREX DEXAMETASONA 30 GR;CAJA;N/A ;ICOM/BIOCHEM;12000.00;0.00;0.00;0.00;12000.00;1;0;0;0;1;0;0;12000.00;0.00;0.00;0.00;0.00;0.00;12000.00;12000.00;22900.00;30569;NULL;0.00;22900.00;0.00;9787
079200003579;NERDS (SURTIDO) 47GR;AMPOLLA;N/A ;DULCES;0.00;0.00;0.00;19264.00;2408.00;1;0;0;19;8;0;0;19264.00;0.00;0.00;3660.16;0.00;0.00;19264.00;22924.16;26400.00;30569;NULL;0.00;3300.00;0.00;12893
079400052919;DTE.REXONA CLINICAL MEN 48GR;CAJA;N/A ;DESODORANTES;0.00;0.00;0.00;13344.00;13344.00;1;0;0;19;1;0;0;13344.00;0.00;0.00;2535.36;0.00;0.00;13344.00;15879.36;17900.00;30569;NULL;0.00;17900.00;0.00;8224
079400052926;DTE.REXONA CLINICAL WOMEN ROSADO 48 G;CAJA;N/A ;DESODORANTES;0.00;0.00;0.00;13344.50;13344.50;1;0;0;19;1;0;0;13344.50;0.00;0.00;2535.46;0.00;0.00;13344.50;15879.96;18900.00;30569;NULL;0.00;18900.00;0.00;8227
079400300546;DTE. REXONA CLINICAL MEN ROJO 48 G;CAJA;N/A ;DESODORANTES;0.00;0.00;0.00;36176.00;9044.00;1;0;0;19;4;0;0;36176.00;0.00;0.00;6873.44;0.00;0.00;36176.00;43049.44;63600.00;30569;NULL;0.00;15900.00;0.00;8225
079400301161;DTE.REXONA CLINICAL WOMEN MORADO 48 G;CAJA;N/A ;DESODORANTES;0.00;0.00;0.00;43588.00;10897.00;1;0;0;19;4;0;0;43588.00;0.00;0.00;8281.72;0.00;0.00;43588.00;51869.72;67600.00;30569;NULL;0.00;16900.00;0.00;8229
079400476692;DTE.REXONA CLINICAL STRESSS CONTROL 48 G;CAJA;N/A ;DESODORANTES;0.00;0.00;0.00;13344.00;13344.00;1;0;0;19;1;0;0;13344.00;0.00;0.00;2535.36;0.00;0.00;13344.00;15879.36;17900.00;30569;NULL;0.00;17900.00;0.00;8223
079573105832;TAPONES DE ESPUMA PARA OIDOS;ESTUCHE;N/A ;GANCHERA ;0.00;0.00;0.00;8828.00;8828.00;1;0;0;19;1;0;0;8828.00;0.00;0.00;1677.32;0.00;0.00;8828.00;10505.32;13200.00;30569;NULL;0.00;13200.00;0.00;9575
100000113;PARACODINA JARABE 120 ML;FRASCO;LAB. LEGRAND S.A.;OTC (GRIPA/TOS);0.00;36000.00;0.00;0.00;12000.00;1;0;0;0;3;0;0;36000.00;0.00;0.00;0.00;0.00;0.00;36000.00;36000.00;62700.00;30569;NULL;0.00;20900.00;0.00;34
100000125;PEDIALYTE (SURTIDO) 500 ML;FRASCO;ABBOTT LABORATORIES S.A;HIDRATANTES;0.00;57621.96;0.00;0.00;4801.83;1;0;0;0;12;0;0;57621.96;0.00;0.00;0.00;0.00;0.00;57621.96;57621.96;70800.00;30569;NULL;0.00;5900.00;0.00;37
100000510;CARDIOASPIRINA 100 MG 30 TABLETAS (M);CAJA;BAYER S.A.;ETICOS;0.00;69547.00;0.00;0.00;23182.33;30;3;10;0;3;0;0;69547.00;0.00;0.00;0.00;0.00;0.00;69547.00;69547.00;83700.00;30569;NULL;1000.00;27900.00;9800.00;178
100000555;ALERVIDEN JARABE 50 ML;FRASCO;BIOCHEM FARMACEUTICA DE C;ICOM/BIOCHEM;0.00;13000.00;0.00;0.00;6500.00;1;0;0;0;2;0;0;13000.00;0.00;0.00;0.00;0.00;0.00;13000.00;13000.00;27800.00;30569;NULL;0.00;13900.00;0.00;189
100000580;ENJUAGUE CLARAX 180 ML;FRASCO;BIOCHEM FARMACEUTICA DE C;CUIDADO ORAL;0.00;12339.00;0.00;0.00;12339.00;1;0;0;0;1;0;0;12339.00;0.00;0.00;0.00;0.00;0.00;12339.00;12339.00;14700.00;30569;NULL;0.00;14700.00;0.00;203
100000580;ENJUAGUE CLARAX 180 ML;FRASCO;BIOCHEM FARMACEUTICA DE C;CUIDADO ORAL;0.00;27856.00;0.00;0.00;13928.00;1;0;0;0;2;0;0;27856.00;0.00;0.00;0.00;0.00;0.00;27856.00;27856.00;29400.00;30569;NULL;0.00;14700.00;0.00;203
100000601;SECNICHEM 1.0 GR 2 TABLETAS;CAJA;BIOCHEM FARMACEUTICA DE C;ICOM/BIOCHEM;0.00;22555.40;0.00;0.00;11277.70;1;0;0;0;2;0;0;22555.40;0.00;0.00;0.00;0.00;0.00;22555.40;22555.40;43600.00;30569;NULL;0.00;21800.00;0.00;212
100000910;BERODUAL SOLUCION INHALACION 20 ML;FRASCO;BOEHRINGER INGELHEIM;ETICOS;0.00;26189.00;0.00;0.00;26189.00;1;0;0;0;1;0;0;26189.00;0.00;0.00;0.00;0.00;0.00;26189.00;26189.00;27900.00;30569;NULL;0.00;27900.00;0.00;271
100001129;CHA.GAMABENCENO PLUS 60 ML;FRASCO;BUSSIE S.A.;CUIDADO BEBE;0.00;19926.00;0.00;0.00;19926.00;1;0;0;0;1;0;0;19926.00;0.00;0.00;0.00;0.00;0.00;19926.00;19926.00;23900.00;30569;NULL;0.00;23900.00;0.00;343
100001131;GAMABENCENO PLUS CREMA 60 GR;POTE;BUSSIE S.A.;ETICOS;0.00;30647.00;0.00;0.00;30647.00;1;0;0;0;1;0;0;30647.00;0.00;0.00;0.00;0.00;0.00;30647.00;30647.00;38400.00;30569;NULL;0.00;38400.00;0.00;344
100001146;OTICAINA GOTAS 10 ML;FRASCO;BUSSIE S.A.;OFTALMOLOGICOS;0.00;15925.33;0.00;0.00;7962.67;1;0;0;0;2;0;0;15925.33;0.00;0.00;0.00;0.00;0.00;15925.33;15925.33;21800.00;30569;NULL;0.00;10900.00;0.00;351
100001179;ADOREM 500 MG 100 TABLETAS;CAJA;LAB.SIEGFRIED S.A;PASTILLERO;0.00;24470.88;0.00;0.00;29132.00;100;25;4;0;0;21;0;0.00;24470.88;0.00;0.00;0.00;0.00;24470.88;24470.88;73500.00;30569;NULL;700.00;36500.00;3500.00;362
100001337;TRIGENTAX CREMA 20 GR;TUBO;CHALVER DE COLOMBIA;ETICOS;0.00;17422.00;0.00;0.00;17422.00;1;0;0;0;1;0;0;17422.00;0.00;0.00;0.00;0.00;0.00;17422.00;17422.00;19800.00;30569;NULL;0.00;19800.00;0.00;411
100001342;ZAKOR 100 MG 6 TABLETAS;CAJA;CHALVER DE COLOMBIA;ETICOS;0.00;4709.00;0.00;0.00;4709.00;1;0;0;0;1;0;0;4709.00;0.00;0.00;0.00;0.00;0.00;4709.00;4709.00;6900.00;30569;NULL;0.00;6900.00;0.00;413
100001360;DESONIDA DERMACARE 0.05% CREMA 15 GR;TUBO;LAB.SIEGFRIED S.A;GENERICOS ;0.00;34207.00;0.00;0.00;8551.75;1;0;0;0;4;0;0;34207.00;0.00;0.00;0.00;0.00;0.00;34207.00;34207.00;43600.00;30569;NULL;0.00;10900.00;0.00;420
100001410;ACIDO FOLICO 5 MG 20 TABLETAS EC;CAJA;ECAR LTDA;GENERICOS ;0.00;9184.50;0.00;0.00;9184.50;1;0;0;0;1;0;0;9184.50;0.00;0.00;0.00;0.00;0.00;9184.50;9184.50;11000.00;30569;NULL;0.00;11000.00;0.00;429
100001420;COMPLEJO B 100 TABLETAS EC;FRASCO;ECAR LTDA;GENERICOS ;0.00;9500.00;0.00;0.00;9500.00;1;0;0;0;1;0;0;9500.00;0.00;0.00;0.00;0.00;0.00;9500.00;9500.00;11900.00;30569;NULL;95.00;11900.00;800.00;431
100001422;COMPLEJO B 10 ML AMPOLLA EC;FRASCO;ECAR LTDA;GENERICOS ;0.00;15151.00;0.00;0.00;5050.33;1;0;0;0;3;0;0;15151.00;0.00;0.00;0.00;0.00;0.00;15151.00;15151.00;20700.00;30569;NULL;0.00;6900.00;0.00;433
100001423;COMPLEJO B JARABE 120 ML EC;FRASCO;ECAR LTDA;GENERICOS ;0.00;7061.00;0.00;0.00;7061.00;1;0;0;0;1;0;0;7061.00;0.00;0.00;0.00;0.00;0.00;7061.00;7061.00;7900.00;30569;NULL;0.00;7900.00;0.00;434
100001427;DIPIRONA 5 ML 5 AMPOLLAS EC;CAJA;ECAR LTDA;GENERICOS ;0.00;16094.00;0.00;0.00;16094.00;5;0;1;0;1;0;0;16094.00;0.00;0.00;0.00;0.00;0.00;16094.00;16094.00;35900.00;30569;NULL;6900.00;35900.00;0.00;436
100001428;DIPIRONA 500 MG 50 TABLETAS EC;CAJA;ECAR LTDA;GENERICOS ;0.00;950.80;0.00;0.00;9508.00;50;5;10;0;0;0;5;0.00;0.00;950.80;0.00;0.00;0.00;950.80;950.80;3500.00;30569;NULL;700.00;20900.00;4900.00;437
100001428;DIPIRONA 500 MG 50 TABLETAS EC;CAJA;ECAR LTDA;GENERICOS ;0.00;9604.00;0.00;0.00;9604.00;50;5;10;0;1;0;0;9604.00;0.00;0.00;0.00;0.00;0.00;9604.00;9604.00;20900.00;30569;NULL;700.00;20900.00;4900.00;437
100001443;TIAMINA 1 GR 10 ML AMPOLLA EC;AMPOLLA;ECAR LTDA;GENERICOS ;0.00;6822.00;0.00;0.00;6822.00;1;0;0;0;1;0;0;6822.00;0.00;0.00;0.00;0.00;0.00;6822.00;6822.00;7900.00;30569;NULL;0.00;7900.00;0.00;442
100001446;VITAMINA B12 1 ML 25 AMPOLLAS EC;CAJA;ECAR LTDA;GENERICOS ;0.00;16111.08;0.00;0.00;44753.00;25;0;1;0;0;0;9;0.00;0.00;16111.08;0.00;0.00;0.00;16111.08;16111.08;35100.00;30569;NULL;3900.00;98000.00;0.00;443
100001646;ACICLOVIR 100 MG SUSPENSION 90 ML GF;FRASCO;GENFAR S.A.;GENERICOS ;0.00;34323.00;0.00;0.00;17161.50;1;0;0;0;2;0;0;34323.00;0.00;0.00;0.00;0.00;0.00;34323.00;34323.00;41000.00;30569;NULL;0.00;20500.00;0.00;489
100001647;ACICLOVIR UNGUENTO TOPICO 15 GR GF;TUBO;GENFAR S.A.;GENERICOS ;0.00;7886.00;0.00;0.00;3943.00;1;0;0;0;2;0;0;7886.00;0.00;0.00;0.00;0.00;0.00;7886.00;7886.00;11800.00;30569;NULL;0.00;5900.00;0.00;490
100001647;ACICLOVIR UNGUENTO TOPICO 15 GR GF;TUBO;GENFAR S.A.;GENERICOS ;0.00;10158.67;0.00;0.00;5079.33;1;0;0;0;2;0;0;10158.67;0.00;0.00;0.00;0.00;0.00;10158.67;10158.67;11800.00;30569;NULL;0.00;5900.00;0.00;490
100001662;AMPICILINA 1 GR 100 TABLETAS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;46552.50;0.00;0.00;51725.00;100;10;10;0;0;9;0;0.00;46552.50;0.00;0.00;0.00;0.00;46552.50;46552.50;88200.00;30569;NULL;1000.00;98000.00;9800.00;502
100001671;AZITROMICINA 200 MG SUSPENSION 15 ML GF;FRASCO;GENFAR S.A.;GENERICOS ;0.00;24685.50;0.00;0.00;8228.50;1;0;0;0;3;0;0;24685.50;0.00;0.00;0.00;0.00;0.00;24685.50;24685.50;29400.00;30569;NULL;0.00;9800.00;0.00;507
100001689;CELECOXIB 100 MG 20 CAPSULAS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;4960.00;0.00;0.00;4960.00;1;0;0;0;1;0;0;4960.00;0.00;0.00;0.00;0.00;0.00;4960.00;4960.00;7600.00;30569;NULL;0.00;7600.00;0.00;522
100001690;CELECOXIB 200 MG 10 CAPSULAS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;9922.00;0.00;0.00;4961.00;1;0;0;0;2;0;0;9922.00;0.00;0.00;0.00;0.00;0.00;9922.00;9922.00;12000.00;30569;NULL;0.00;6000.00;0.00;523
100001697;CLOTRIMAZOL 1% CREMA TOPICA 40 GR GF;TUBO;GENFAR S.A.;GENERICOS ;0.00;12998.00;0.00;0.00;4332.67;1;0;0;0;3;0;0;12998.00;0.00;0.00;0.00;0.00;0.00;12998.00;12998.00;17700.00;30569;NULL;0.00;5900.00;0.00;528
100001697;CLOTRIMAZOL 1% CREMA TOPICA 40 GR GF;TUBO;GENFAR S.A.;GENERICOS ;0.00;6028.38;0.00;0.00;6028.38;1;0;0;0;1;0;0;6028.38;0.00;0.00;0.00;0.00;0.00;6028.38;6028.38;5900.00;30569;NULL;0.00;5900.00;0.00;528
100001712;ERITROMICINA 250 MG SUSPENSION 60 ML GF;FRASCO;GENFAR S.A.;GENERICOS ;0.00;14193.00;0.00;0.00;7096.50;1;0;0;0;2;0;0;14193.00;0.00;0.00;0.00;0.00;0.00;14193.00;14193.00;17800.00;30569;NULL;0.00;8900.00;0.00;542
100001713;ERITROMICINA 500 MG 50 TABLETAS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;13244.00;0.00;0.00;33110.00;50;5;10;0;0;2;0;0.00;13244.00;0.00;0.00;0.00;0.00;13244.00;13244.00;4800.00;30569;NULL;500.00;40000.00;2400.00;543
100001750;KETOPROFENO 100 MG 6 AMPOLLAS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;7869.00;0.00;0.00;7869.00;6;0;1;0;1;0;0;7869.00;0.00;0.00;0.00;0.00;0.00;7869.00;7869.00;17900.00;30569;NULL;3000.00;17900.00;0.00;568
100001751;KETOPROFENO GEL 2.5% 60 GR GF;UNIDAD;GENFAR S.A.;GENERICOS ;0.00;36347.00;0.00;0.00;18173.50;1;0;0;0;2;0;0;36347.00;0.00;0.00;0.00;0.00;0.00;36347.00;36347.00;43800.00;30569;NULL;0.00;21900.00;0.00;569
100001761;LOSARTAN 50 MG*30 TABS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;15263.60;0.00;0.00;7631.80;1;0;0;0;2;0;0;15263.60;0.00;0.00;0.00;0.00;0.00;15263.60;15263.60;20000.00;30569;NULL;0.00;10000.00;0.00;578
100001767;METRONIDAZOL 250 MG SUSPENSION 120 ML GF;FRASCO;GENFAR S.A.;GENERICOS ;0.00;13633.00;0.00;0.00;6816.50;1;0;0;0;2;0;0;13633.00;0.00;0.00;0.00;0.00;0.00;13633.00;13633.00;15800.00;30569;NULL;0.00;7900.00;0.00;582
100001779;PAMOATO PIRANTEL SUSPENSION 15 ML GF;FRASCO;GENFAR S.A.;GENERICOS ;0.00;1948.00;0.00;0.00;1948.00;1;0;0;0;1;0;0;1948.00;0.00;0.00;0.00;0.00;0.00;1948.00;1948.00;4900.00;30569;NULL;0.00;4900.00;0.00;588
100001779;PAMOATO PIRANTEL SUSPENSION 15 ML GF;FRASCO;GENFAR S.A.;GENERICOS ;0.00;4408.00;0.00;0.00;2204.00;1;0;0;0;2;0;0;4408.00;0.00;0.00;0.00;0.00;0.00;4408.00;4408.00;9800.00;30569;NULL;0.00;4900.00;0.00;588
100001802;SILIMARINA 150 MG 20 CAPSULAS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;21691.50;0.00;0.00;14461.00;2;0;1;0;1;0;1;14461.00;0.00;7230.50;0.00;0.00;0.00;21691.50;21691.50;26800.00;30569;NULL;9000.00;17800.00;9000.00;605
100001808;TIAMINA 300MG *250 TABS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;1759.20;0.00;0.00;43980.00;250;25;10;0;0;1;0;0.00;1759.20;0.00;0.00;0.00;0.00;1759.20;1759.20;2500.00;30569;NULL;500.00;52700.00;2500.00;607
100001816;TRAMADOL 100 MG AMPOLLA GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;4231.00;0.00;0.00;2115.50;1;0;0;0;2;0;0;4231.00;0.00;0.00;0.00;0.00;0.00;4231.00;4231.00;7800.00;30569;NULL;0.00;3900.00;0.00;610
100001821;TRIMETOPRIM SULFA F 160-800 100 TBS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;5152.20;0.00;0.00;25761.00;100;10;10;0;0;2;0;0.00;5152.20;0.00;0.00;0.00;0.00;5152.20;5152.20;11000.00;30569;NULL;600.00;55000.00;5500.00;615
100001824;TRIMETOPRIM SULFA 40-200 SUSP.120 ML GF;FRASCO;GENFAR S.A.;GENERICOS ;0.00;5317.00;0.00;0.00;5317.00;1;0;0;0;1;0;0;5317.00;0.00;0.00;0.00;0.00;0.00;5317.00;5317.00;8900.00;30569;NULL;0.00;8900.00;0.00;618
100001826;TRIMETOPRIM SULFA 80-400 100 TABLETAS GF;CAJA;GENFAR S.A.;GENERICOS ;0.00;1796.05;0.00;0.00;17960.50;100;10;10;0;0;1;0;0.00;1796.05;0.00;0.00;0.00;0.00;1796.05;1796.05;6900.00;30569;NULL;500.00;39500.00;6900.00;620
100001842;KAOXITURA MIXTURA 120 ML;FRASCO;GERCO;ETICOS;0.00;9700.00;0.00;0.00;9700.00;1;0;0;0;1;0;0;9700.00;0.00;0.00;0.00;0.00;0.00;9700.00;9700.00;12200.00;30569;NULL;0.00;12200.00;0.00;630
100001851;CREMA FORZ 24 SBS;POTE;GERCO;OTC (GRIPA/TOS);0.00;36833.34;0.00;0.00;34000.00;24;0;1;0;1;0;2;34000.00;0.00;2833.34;0.00;0.00;0.00;36833.34;36833.34;44900.00;30569;NULL;2000.00;40900.00;0.00;633
100001855;OTOGLICAR GLICERINA CARBONATADA 30 ML;FRASCO;GERCO;ONSAS ;0.00;7909.00;0.00;0.00;3954.50;1;0;0;0;2;0;0;7909.00;0.00;0.00;0.00;0.00;0.00;7909.00;7909.00;9800.00;30569;NULL;0.00;4900.00;0.00;635
100001856;SIVITAM GOTAS 30 ML;FRASCO;GERCO;PASTILLERO;0.00;6670.00;0.00;0.00;6670.00;1;0;0;0;1;0;0;6670.00;0.00;0.00;0.00;0.00;0.00;6670.00;6670.00;12900.00;30569;NULL;0.00;12900.00;0.00;636
100001856;SIVITAM GOTAS 30 ML;FRASCO;GERCO;PASTILLERO;0.00;31783.28;0.00;0.00;7945.82;1;0;0;0;4;0;0;31783.28;0.00;0.00;0.00;0.00;0.00;31783.28;31783.28;51600.00;30569;NULL;0.00;12900.00;0.00;636
100001858;SUERO GERCO RHIFISOL 12X14;AMPOLLA;GERCO;DISPOSITIVOS MEDICOS;0.00;7577.10;0.00;0.00;18185.00;12;0;1;0;0;0;5;0.00;0.00;7577.10;0.00;0.00;0.00;7577.10;7577.10;6500.00;30569;NULL;1300.00;21800.00;0.00;7792
100001864;TESEIS GERCO JARABE CEREZA 120 ML;FRASCO;GERCO;NATURALES ;0.00;10570.00;0.00;0.00;10570.00;1;0;0;0;1;0;0;10570.00;0.00;0.00;0.00;0.00;0.00;10570.00;10570.00;12900.00;30569;NULL;0.00;12900.00;0.00;638
100001916;DOLEX GRIPA 100 TABLETAS;CAJA;GLAXO SMITHKLINE COLOMBIA;PASTILLERO;0.00;41037.00;0.00;0.00;68395.00;100;25;4;0;0;14;4;0.00;38301.20;2735.80;0.00;0.00;0.00;41037.00;41037.00;49400.00;30569;NULL;800.00;82900.00;3300.00;649
100001931;EMULSION SCOTT CTE 180 ML;UNIDAD;GLAXO SMITHKLINE COLOMBIA;ICOM/BIOCHEM;0.00;16057.00;0.00;0.00;8028.50;1;0;0;0;2;0;0;16057.00;0.00;0.00;0.00;0.00;0.00;16057.00;16057.00;19800.00;30569;NULL;0.00;9900.00;0.00;656
100001932;EMULSION SCOTT FRUT TROP 180 ML;UNIDAD;GLAXO SMITHKLINE COLOMBIA;ICOM/BIOCHEM;0.00;16056.00;0.00;0.00;8028.00;1;0;0;0;2;0;0;16056.00;0.00;0.00;0.00;0.00;0.00;16056.00;16056.00;19600.00;30569;NULL;0.00;9800.00;0.00;657
100001939;EMULSION SCOTT TROPICAL 360 ML;UNIDAD;GLAXO SMITHKLINE COLOMBIA;ICOM/BIOCHEM;0.00;13026.00;0.00;0.00;13026.00;1;0;0;0;1;0;0;13026.00;0.00;0.00;0.00;0.00;0.00;13026.00;13026.00;14900.00;30569;NULL;0.00;14900.00;0.00;662
100002010;VENTILAN OSP AEROSOL 200 DOSIS;CAJA;GLAXO SMITHKLINE COLOMBIA;ETICOS;0.00;17095.00;0.00;0.00;17095.00;1;0;0;0;1;0;0;17095.00;0.00;0.00;0.00;0.00;0.00;17095.00;17095.00;20900.00;30569;NULL;0.00;20900.00;0.00;677
