CodProducto;Nombre;Presentacion;Laboratorio;Ubicacion;Exento;Excluido;NoGravado;Gravado;Costo;ContenidoIntCaja;ContenidoIntBlister;ContenidoIntUnidad;Iva;InventarioCaja;InventarioBlister;InventarioUnidad;CostoCaja;CostoBlister;CostoUnidad;ValorIvaCaja;ValorIvaBlister;ValorIvaUnidad;CostoTotal;CostoTotalIva;VentaTotal;Sucursal;CodigoBarras;PrecioUnidad;PrecioCaja;PrecioBlister;IdProducto
0110;FIXAMICIN GOTAS OTICAS 15 ML;AMPOLLA;N/A ;GOTAS;8000.00;0.00;0.00;0.00;8000.00;1;0;0;0;1;0;0;8000.00;0.00;0.00;0.00;0.00;0.00;8000.00;8000.00;17900.00;30571;NULL;0.00;17900.00;0.00;8956
0160836;NORAVER GRIPA BEBIDA DIA 24 SBS;AMPOLLA;N/A ;GRIPA/TOS;22464.82;0.00;0.00;0.00;38511.00;24;0;1;0;0;0;14;0.00;0.00;22464.82;0.00;0.00;0.00;22464.82;22464.82;25200.00;30571;NULL;1800.00;44900.00;0.00;9522
0202;ENTEROGERMINA 10 AMPOLLAS BEBIBLES ;AMPOLLA;N/A ;ETICOS;98900.00;0.00;0.00;0.00;43000.00;10;0;1;0;2;0;3;86000.00;0.00;12900.00;0.00;0.00;0.00;98900.00;98900.00;124300.00;30571;NULL;5500.00;53900.00;0.00;9989
042022;KEOPS VI C X 20 TABLETAS MASTICABLE;AMPOLLA;N/A ;MULTIVITAMINICOS;8000.00;0.00;0.00;0.00;4000.00;1;0;0;0;2;0;0;8000.00;0.00;0.00;0.00;0.00;0.00;8000.00;8000.00;17800.00;30571;NULL;0.00;8900.00;0.00;12090
070942124331;CEPILLO GUM 2X1 VIAJERO;AMPOLLA;N/A ;CEPILLOS;0.00;0.00;0.00;4000.00;4000.00;1;0;0;19;1;0;0;4000.00;0.00;0.00;760.00;0.00;0.00;4000.00;4760.00;9900.00;30571;NULL;0.00;9900.00;0.00;12422
08011202;ESMALTE LIGNE DÔOR 9 ML SURTIDO;AMPOLLA;N/A ;V2 MAQUILLAJE;0.00;0.00;0.00;20494.08;1138.56;1;0;0;19;18;0;0;20494.08;0.00;0.00;3893.88;0.00;0.00;20494.08;24387.96;45000.00;30571;NULL;0.00;2500.00;0.00;9181
08012141;KIT TINTE LISSIA SURTIDOS  BIOTINA Y KERATINA ;AMPOLLA;N/A ;TINTES;0.00;0.00;0.00;12360.09;4120.03;1;0;0;19;3;0;0;12360.09;0.00;0.00;2348.42;0.00;0.00;12360.09;14708.51;23700.00;30571;NULL;0.00;7900.00;0.00;9182
08012752;CHA.CAPIBELL ANTI CAIDA 425 ML;AMPOLLA;N/A ;CUIDADO DEL CABELLO;0.00;0.00;0.00;5021.00;5021.00;1;0;0;19;1;0;0;5021.00;0.00;0.00;953.99;0.00;0.00;5021.00;5974.99;9800.00;30571;NULL;0.00;9800.00;0.00;9215
08022780;CHA.CAPIBELL EQUINO 470 ML;AMPOLLA;N/A ;CUIDADO DEL CABELLO;5986.00;0.00;0.00;0.00;5986.00;1;0;0;0;1;0;0;5986.00;0.00;0.00;0.00;0.00;0.00;5986.00;5986.00;9900.00;30571;NULL;0.00;9900.00;0.00;9202
100000041;DAYAMINERAL E JARABE 240 ML;FRASCO;ABBOTT LABORATORIES S.A;MULTIVITAMINICOS;0.00;0.00;0.00;70162.00;35081.00;1;0;0;19;2;0;0;70162.00;0.00;0.00;13330.78;0.00;0.00;70162.00;83492.78;89800.00;30571;NULL;0.00;44900.00;0.00;12
100000047;ENSURE LIQUIDO VAINILLA 8 OZ;FRASCO;ABBOTT LABORATORIES S.A;MULTIVITAMINICOS;0.00;78000.96;0.00;0.00;6500.08;1;0;0;0;12;0;0;78000.96;0.00;0.00;0.00;0.00;0.00;78000.96;78000.96;94800.00;30571;NULL;0.00;7900.00;0.00;17
100000097;NEOSALDINA 100 GRAGEAS (A);CAJA;GRUNENTHAL COLOMBIANA S.A.;ETICOS;0.00;32472.75;0.00;0.00;111975.00;100;25;4;0;0;7;1;0.00;31353.00;1119.75;0.00;0.00;0.00;32472.75;32472.75;40000.00;30571;NULL;1500.00;127900.00;5500.00;29
100000098;NEOSALDINA GOTAS 30 ML;FRASCO;GRUNENTHAL COLOMBIANA S.A.;ETICOS;0.00;39156.00;0.00;0.00;39156.00;1;0;0;0;1;0;0;39156.00;0.00;0.00;0.00;0.00;0.00;39156.00;39156.00;44900.00;30571;NULL;0.00;44900.00;0.00;30
100000112;PARACODINA GOTAS 30 ML;FRASCO;LAB. LEGRAND S.A.;ETICOS;0.00;10644.00;0.00;0.00;10644.00;1;0;0;0;1;0;0;10644.00;0.00;0.00;0.00;0.00;0.00;10644.00;10644.00;12900.00;30571;NULL;0.00;12900.00;0.00;33
100000113;PARACODINA JARABE 120 ML;FRASCO;LAB. LEGRAND S.A.;ETICOS;0.00;14589.00;0.00;0.00;14589.00;1;0;0;0;1;0;0;14589.00;0.00;0.00;0.00;0.00;0.00;14589.00;14589.00;23800.00;30571;NULL;0.00;23800.00;0.00;34
100000134;PEDIASURE POLVO VAINILLA 400 GR (M);TARRO;ABBOTT LABORATORIES S.A;MULTIVITAMINICOS;0.00;32800.00;0.00;0.00;32800.00;1;0;0;0;1;0;0;32800.00;0.00;0.00;0.00;0.00;0.00;32800.00;32800.00;35900.00;30571;NULL;0.00;35900.00;0.00;45
100000135;PEDIASURE POLVO CHOCOLATE 400 GR (M);TARRO;ABBOTT LABORATORIES S.A;MULTIVITAMINICOS;0.00;32923.00;0.00;0.00;32923.00;1;0;0;0;1;0;0;32923.00;0.00;0.00;0.00;0.00;0.00;32923.00;32923.00;36600.00;30571;NULL;0.00;36600.00;0.00;46
100000164;TARKA SR 180/2 MG 14 TABLETAS (M);CAJA;ABBOTT LABORATORIES S.A;ETICOS;0.00;89900.00;0.00;0.00;89900.00;1;0;0;0;1;0;0;89900.00;0.00;0.00;0.00;0.00;0.00;89900.00;89900.00;122900.00;30571;NULL;0.00;122900.00;0.00;59
100000241;LUZ ZUL GOTAS;UNIDAD;ARANGO VELEZ MARIA MARGARITA;GOTAS;0.00;8280.00;0.00;0.00;8280.00;1;0;0;0;1;0;0;8280.00;0.00;0.00;0.00;0.00;0.00;8280.00;8280.00;10100.00;30571;NULL;0.00;10100.00;0.00;90
100000300;SEROQUEL 25 MG 30 TBS;AMPOLLA;N/A ;ETICOS;11637.00;0.00;0.00;0.00;11637.00;1;0;0;0;1;0;0;11637.00;0.00;0.00;0.00;0.00;0.00;11637.00;11637.00;15900.00;30571;NULL;0.00;15900.00;0.00;11674
100000451;ACID MANTLE N LOCION 120 ML;FRASCO;BAYER S.A.;ANALGESICOS;0.00;25000.00;0.00;0.00;12500.00;1;0;0;0;2;0;0;25000.00;0.00;0.00;0.00;0.00;0.00;25000.00;25000.00;33800.00;30571;NULL;0.00;16900.00;0.00;158
100000465;ALKA SELTZER 60 TABLETAS;CAJA;BAYER S.A.;ANALGESICOS;0.00;13672.67;0.00;0.00;37289.00;60;30;2;0;0;11;0;0.00;13672.67;0.00;0.00;0.00;0.00;13672.67;13672.67;17600.00;30571;NULL;800.00;44900.00;1600.00;162
100000477;ASPIRINA EFERVESCENTE 500 MG 50 TABLETAS;CAJA;BAYER S.A.;ANALGESICOS;0.00;345191.68;0.00;0.00;35368.00;50;25;2;0;9;19;0;318312.00;26879.68;0.00;0.00;0.00;0.00;345191.68;345191.68;440200.00;30571;NULL;900.00;44900.00;1900.00;164
100000482;BAYCUTEN N CREMA 20 GR;TUBO;BAYER S.A.;ETICOS;0.00;17777.00;0.00;0.00;17777.00;1;0;0;0;1;0;0;17777.00;0.00;0.00;0.00;0.00;0.00;17777.00;17777.00;22900.00;30571;NULL;0.00;22900.00;0.00;167
100000483;BAYCUTEN N CREMA 35 GR;TUBO;BAYER S.A.;ETICOS;0.00;33480.00;0.00;0.00;33480.00;1;0;0;0;1;0;0;33480.00;0.00;0.00;0.00;0.00;0.00;33480.00;33480.00;36900.00;30571;NULL;0.00;36900.00;0.00;168
100000504;CANESTEN CREMA TOPICA 20 GR;UNIDAD;BAYER S.A.;ETICOS;0.00;9681.00;0.00;0.00;9681.00;1;0;0;0;1;0;0;9681.00;0.00;0.00;0.00;0.00;0.00;9681.00;9681.00;11900.00;30571;NULL;0.00;11900.00;0.00;176
100000510;CARDIOASPIRINA 100 MG 30 TABLETAS (M);CAJA;BAYER S.A.;ETICOS;0.00;12747.33;0.00;0.00;38242.00;30;3;10;0;0;1;0;0.00;12747.33;0.00;0.00;0.00;0.00;12747.33;12747.33;18000.00;30571;NULL;1600.00;42900.00;18000.00;178
100000510;CARDIOASPIRINA 100 MG 30 TABLETAS (M);CAJA;BAYER S.A.;ETICOS;0.00;76912.00;0.00;0.00;38456.00;30;3;10;0;2;0;0;76912.00;0.00;0.00;0.00;0.00;0.00;76912.00;76912.00;85800.00;30571;NULL;1600.00;42900.00;18000.00;178
100000575;BRONCOCHEM F ADULTO JARABE 120 ML;FRASCO;BIOCHEM FARMACEUTICA DE COLOMB;GRIPA/TOS;0.00;50528.00;0.00;0.00;12632.00;1;0;0;0;4;0;0;50528.00;0.00;0.00;0.00;0.00;0.00;50528.00;50528.00;91600.00;30571;NULL;0.00;22900.00;0.00;200
100000580;ENJUAGUE CLARAX 180 ML;FRASCO;BIOCHEM FARMACEUTICA DE COLOMB;ENJUAGUES;0.00;50000.00;0.00;0.00;12500.00;1;0;0;0;4;0;0;50000.00;0.00;0.00;0.00;0.00;0.00;50000.00;50000.00;87600.00;30571;NULL;0.00;21900.00;0.00;203
100000580;ENJUAGUE CLARAX 180 ML;FRASCO;BIOCHEM FARMACEUTICA DE COLOMB;ENJUAGUES;0.00;28000.00;0.00;0.00;14000.00;1;0;0;0;2;0;0;28000.00;0.00;0.00;0.00;0.00;0.00;28000.00;28000.00;43800.00;30571;NULL;0.00;21900.00;0.00;203
100000589;HELMINZOL JARABE 20 ML;FRASCO;BIOCHEM FARMACEUTICA DE COLOMB;BIOQUIFAR/BIOCHEM;0.00;44000.00;0.00;0.00;4000.00;1;0;0;0;11;0;0;44000.00;0.00;0.00;0.00;0.00;0.00;44000.00;44000.00;97900.00;30571;NULL;0.00;8900.00;0.00;210
100000594;NOXPIRIN F DIA Y NOCHE  LIMON Y MANDA 24 SBS;AMPOLLA;N/A ;GRIPA/TOS;19655.50;0.00;0.00;0.00;24828.00;24;0;1;0;0;0;19;0.00;0.00;19655.50;0.00;0.00;0.00;19655.50;19655.50;32300.00;30571;NULL;1700.00;34900.00;0.00;7981
100000596;NOXPIRIN NF JUNIOR 15 GM 24 SOBRES;AMPOLLA;N/A ;GRIPA/TOS;15789.06;0.00;0.00;0.00;27067.00;24;0;1;0;0;0;14;0.00;0.00;15789.06;0.00;0.00;0.00;15789.06;15789.06;21000.00;30571;NULL;1500.00;34900.00;0.00;8666
100000605;TRISULFA-F 10 TABLETAS;CAJA;BIOCHEM FARMACEUTICA DE COLOMB;BIOQUIFAR/BIOCHEM;0.00;5176.00;0.00;0.00;5176.00;1;0;0;0;1;0;0;5176.00;0.00;0.00;0.00;0.00;0.00;5176.00;5176.00;11800.00;30571;NULL;0.00;11800.00;0.00;213
100000803;STOPEN DISPENSADOR 25 SBS 2 CAPSULAS;CAJA;BIOGEN DE COLOMBIA S.A.;ETICOS;0.00;15776.64;0.00;0.00;65736.00;50;25;2;0;0;6;0;0.00;15776.64;0.00;0.00;0.00;0.00;15776.64;15776.64;18000.00;30571;NULL;1800.00;74700.00;3000.00;250
100000906;ATROVENT 0.025% 20 ML SOLUCION INHALADOR;FRASCO;BOEHRINGER INGELHEIM;ETICOS;0.00;22000.00;0.00;0.00;22000.00;1;0;0;0;1;0;0;22000.00;0.00;0.00;0.00;0.00;0.00;22000.00;22000.00;25900.00;30571;NULL;0.00;25900.00;0.00;270
100000910;BERODUAL SOLUCION INHALACION 20 ML;FRASCO;BOEHRINGER INGELHEIM;ETICOS;0.00;24210.00;0.00;0.00;24210.00;1;0;0;0;1;0;0;24210.00;0.00;0.00;0.00;0.00;0.00;24210.00;24210.00;27900.00;30571;NULL;0.00;27900.00;0.00;271
100000914;BISOLVON ADULTOS 120 ML;FRASCO;BOEHRINGER INGELHEIM;GRIPA/TOS;0.00;21125.00;0.00;0.00;21125.00;1;0;0;0;1;0;0;21125.00;0.00;0.00;0.00;0.00;0.00;21125.00;21125.00;23900.00;30571;NULL;0.00;23900.00;0.00;272
100000916;BISOLVON NINOS 120 ML;FRASCO;BOEHRINGER INGELHEIM;GRIPA/TOS;0.00;21410.00;0.00;0.00;21410.00;1;0;0;0;1;0;0;21410.00;0.00;0.00;0.00;0.00;0.00;21410.00;21410.00;24900.00;30571;NULL;0.00;24900.00;0.00;273
100000924;BUSCAPINA NF COMPOSITUM GOTAS 30 ML;FRASCO;BOEHRINGER INGELHEIM;ETICOS;0.00;23888.00;0.00;0.00;23888.00;1;0;0;0;1;0;0;23888.00;0.00;0.00;0.00;0.00;0.00;23888.00;23888.00;26900.00;30571;NULL;0.00;26900.00;0.00;278
100000944;ISODINE 24 OVULOS;CAJA;BOEHRINGER INGELHEIM;ETICOS;0.00;11475.33;0.00;0.00;39344.00;24;4;6;0;0;1;1;0.00;9836.00;1639.33;0.00;0.00;0.00;11475.33;11475.33;15400.00;30571;NULL;2500.00;46900.00;12900.00;285
100000944;ISODINE 24 OVULOS;CAJA;BOEHRINGER INGELHEIM;ETICOS;0.00;41310.00;0.00;0.00;41310.00;24;4;6;0;1;0;0;41310.00;0.00;0.00;0.00;0.00;0.00;41310.00;41310.00;46900.00;30571;NULL;2500.00;46900.00;12900.00;285
100000945;ISODINE BUCOFARINGEO 120 ML;FRASCO;BOEHRINGER INGELHEIM;PASTILLERO;0.00;17507.00;0.00;0.00;17507.00;1;0;0;0;1;0;0;17507.00;0.00;0.00;0.00;0.00;0.00;17507.00;17507.00;19900.00;30571;NULL;0.00;19900.00;0.00;286
100000952;ISODINE SOLUCION 120 ML;FRASCO;BOEHRINGER INGELHEIM;PASTILLERO;0.00;25842.66;0.00;0.00;12921.33;1;0;0;0;2;0;0;25842.66;0.00;0.00;0.00;0.00;0.00;25842.66;25842.66;31800.00;30571;NULL;0.00;15900.00;0.00;289
100000952;ISODINE SOLUCION 120 ML;FRASCO;BOEHRINGER INGELHEIM;PASTILLERO;0.00;14130.00;0.00;0.00;14130.00;1;0;0;0;1;0;0;14130.00;0.00;0.00;0.00;0.00;0.00;14130.00;14130.00;15900.00;30571;NULL;0.00;15900.00;0.00;289
100000955;ISODINE SOLUCION 60 ML;FRASCO;BOEHRINGER INGELHEIM;PASTILLERO;0.00;16062.00;0.00;0.00;8031.00;1;0;0;0;2;0;0;16062.00;0.00;0.00;0.00;0.00;0.00;16062.00;16062.00;17800.00;30571;NULL;0.00;8900.00;0.00;290
100001057;KENACORT I.A.10 MG 5 ML AMPOLLA;UNIDAD;MERCK S.A.;ETICOS;0.00;32626.00;0.00;0.00;32626.00;1;0;0;0;1;0;0;32626.00;0.00;0.00;0.00;0.00;0.00;32626.00;32626.00;38900.00;30571;NULL;0.00;38900.00;0.00;324
100001119;CONDILON SOLUCION 5 ML (PMP);FRASCO;BUSSIE S.A.;ETICOS;0.00;25000.00;0.00;0.00;25000.00;1;0;0;0;1;0;0;25000.00;0.00;0.00;0.00;0.00;0.00;25000.00;25000.00;44900.00;30571;NULL;0.00;44900.00;0.00;338
100001146;OTICAINA GOTAS 10 ML;FRASCO;BUSSIE S.A.;GOTAS;0.00;12078.00;0.00;0.00;12078.00;1;0;0;0;1;0;0;12078.00;0.00;0.00;0.00;0.00;0.00;12078.00;12078.00;11900.00;30571;NULL;0.00;11900.00;0.00;351
100001312;INFLACOR RETARD 3+3 MG 1 ML AMPOLLA;AMPOLLA;CHALVER DE COLOMBIA;ETICOS;0.00;24738.00;0.00;0.00;24738.00;1;0;0;0;1;0;0;24738.00;0.00;0.00;0.00;0.00;0.00;24738.00;24738.00;27900.00;30571;NULL;0.00;27900.00;0.00;403
100001313;INFLACOR RETARD 6+6 MG 2 ML AMPOLLA;AMPOLLA;CHALVER DE COLOMBIA;ETICOS;0.00;35253.00;0.00;0.00;35253.00;1;0;0;0;1;0;0;35253.00;0.00;0.00;0.00;0.00;0.00;35253.00;35253.00;41900.00;30571;NULL;0.00;41900.00;0.00;404
100001337;TRIGENTAX CREMA 20 GR;TUBO;CHALVER DE COLOMBIA;ETICOS;0.00;19494.00;0.00;0.00;19494.00;1;0;0;0;1;0;0;19494.00;0.00;0.00;0.00;0.00;0.00;19494.00;19494.00;21900.00;30571;NULL;0.00;21900.00;0.00;411
100001338;TRIGENTAX CREMA 40 GR;TUBO;CHALVER DE COLOMBIA;ETICOS;0.00;31900.00;0.00;0.00;31900.00;1;0;0;0;1;0;0;31900.00;0.00;0.00;0.00;0.00;0.00;31900.00;31900.00;31900.00;30571;NULL;0.00;31900.00;0.00;412
100001362;DESONIDA DERMACARE 0.1% CREMA 15 GR;TUBO;LAB.SIEGFRIED S.A;ETICOS;0.00;18000.00;0.00;0.00;9000.00;1;0;0;0;2;0;0;18000.00;0.00;0.00;0.00;0.00;0.00;18000.00;18000.00;29800.00;30571;NULL;0.00;14900.00;0.00;421
100001368;QUANOX 0.6% GOTAS 5 ML;UNIDAD;LAB.SIEGFRIED S.A;GOTAS;0.00;64000.00;0.00;0.00;8000.00;1;0;0;0;8;0;0;64000.00;0.00;0.00;0.00;0.00;0.00;64000.00;64000.00;159200.00;30571;NULL;0.00;19900.00;0.00;424
100001421;COMPLEJO B 250 TABLETAS EC;CAJA;ECAR LTDA;GENERICOS;0.00;168000.00;0.00;0.00;17500.00;250;25;10;0;9;15;0;157500.00;10500.00;0.00;0.00;0.00;0.00;168000.00;168000.00;354600.00;30571;NULL;200.00;36900.00;1500.00;432
100001422;COMPLEJO B 10 ML AMPOLLA EC;FRASCO;ECAR LTDA;GENERICOS;0.00;9643.34;0.00;0.00;4821.67;1;0;0;0;2;0;0;9643.34;0.00;0.00;0.00;0.00;0.00;9643.34;9643.34;15800.00;30571;NULL;0.00;7900.00;0.00;433
100001427;DIPIRONA 5 ML 5 AMPOLLAS EC;CAJA;ECAR LTDA;GENERICOS;0.00;6090.00;0.00;0.00;15225.00;5;0;1;0;0;0;2;0.00;0.00;3045.00;0.00;0.00;0.00;3045.00;3045.00;15600.00;30571;NULL;7800.00;35500.00;0.00;436
100001428;DIPIRONA 500 MG 50 TABLETAS EC;CAJA;ECAR LTDA;GENERICOS;0.00;2533.37;0.00;0.00;6333.33;50;5;10;0;0;1;10;0.00;1266.67;1266.70;0.00;0.00;0.00;2533.37;2533.37;13900.00;30571;NULL;1000.00;16900.00;3900.00;437
100001446;VITAMINA B12 1 ML 25 AMPOLLAS EC;CAJA;ECAR LTDA;GENERICOS;0.00;21722.88;0.00;0.00;45256.00;25;0;1;0;0;0;12;0.00;0.00;21722.88;0.00;0.00;0.00;21722.88;21722.88;48000.00;30571;NULL;4000.00;95900.00;0.00;443
100001519;DAFLON 500 MG 30 COMPRIMIDOS (M);UNIDAD;LAB. BIOPAS S.A.;ETICOS;0.00;40000.00;0.00;0.00;40000.00;30;2;15;0;1;0;0;40000.00;0.00;0.00;0.00;0.00;0.00;40000.00;40000.00;120000.00;30571;NULL;4500.00;120000.00;64900.00;462
1000016589;CHAMPU TIO NACHO ENGROSADOR 415 ML;AMPOLLA;N/A ;CUIDADO DEL CABELLO;0.00;0.00;0.00;16498.00;16498.00;1;0;0;19;1;0;0;16498.00;0.00;0.00;3134.62;0.00;0.00;16498.00;19632.62;21900.00;30571;NULL;0.00;21900.00;0.00;10596
100001673;BETAMETASONA 0.1% CREMA 40 GR GF;TUBO;GENFAR S.A.;GENERICOS;0.00;10896.00;0.00;0.00;10896.00;1;0;0;0;1;0;0;10896.00;0.00;0.00;0.00;0.00;0.00;10896.00;10896.00;12900.00;30571;NULL;0.00;12900.00;0.00;509
100001674;BETAMETASONA 0.05% UNGUENTO 40 GR GF;TUBO;GENFAR S.A.;GENERICOS;0.00;9520.00;0.00;0.00;9520.00;1;0;0;0;1;0;0;9520.00;0.00;0.00;0.00;0.00;0.00;9520.00;9520.00;11900.00;30571;NULL;4800.00;11900.00;0.00;510
100001727;GENTAMICINA 160 MG AMPOLLA GF;AMPOLLA;GENFAR S.A.;GENERICOS;0.00;13190.90;0.00;0.00;2638.18;1;0;0;0;5;0;0;13190.90;0.00;0.00;0.00;0.00;0.00;13190.90;13190.90;29500.00;30571;NULL;0.00;5900.00;0.00;551
100001737;IBUPROFENO 400 MG 100 TABLETAS GF;CAJA;GENFAR S.A.;GENERICOS;0.00;5511.00;0.00;0.00;11022.00;100;10;10;0;0;5;0;0.00;5511.00;0.00;0.00;0.00;0.00;5511.00;5511.00;9000.00;30571;NULL;300.00;17900.00;1800.00;557
100001739;IBUPROFENO 800 MG 50 TABLETAS GF;CAJA;GENFAR S.A.;GENERICOS;0.00;19620.00;0.00;0.00;9000.00;50;5;10;0;2;0;9;18000.00;0.00;1620.00;0.00;0.00;0.00;19620.00;19620.00;28500.00;30571;NULL;500.00;12000.00;2500.00;559
100001750;KETOPROFENO 100 MG 6 AMPOLLAS GF;CAJA;GENFAR S.A.;GENERICOS;0.00;3966.66;0.00;0.00;11900.00;6;0;1;0;0;0;2;0.00;0.00;3966.66;0.00;0.00;0.00;3966.66;3966.66;9800.00;30571;NULL;4900.00;29900.00;0.00;568
100001761;LOSARTAN 50 MG 30 TABLETAS GF;CAJA;GENFAR S.A.;GENERICOS;0.00;33075.75;0.00;0.00;11025.25;1;0;0;0;3;0;0;33075.75;0.00;0.00;0.00;0.00;0.00;33075.75;33075.75;38700.00;30571;NULL;0.00;12900.00;0.00;578
100001777;NORFLOXACINO 400 MG 14 TABLETAS GF;CAJA;GENFAR S.A.;GENERICOS;0.00;4018.33;0.00;0.00;4018.33;1;0;0;0;1;0;0;4018.33;0.00;0.00;0.00;0.00;0.00;4018.33;4018.33;9700.00;30571;NULL;0.00;9700.00;0.00;586
100001818;TRAMADOL 50 MG 10 CAPSULAS GF;CAJA;GENFAR S.A.;GENERICOS;0.00;7626.00;0.00;0.00;7626.00;1;0;0;0;1;0;0;7626.00;0.00;0.00;0.00;0.00;0.00;7626.00;7626.00;9800.00;30571;NULL;0.00;9800.00;0.00;612
100001841;CALADERM LOCION 120 ML;FRASCO;GERCO;CUIDADO CORPORAL;0.00;10715.00;0.00;0.00;10715.00;1;0;0;0;1;0;0;10715.00;0.00;0.00;0.00;0.00;0.00;10715.00;10715.00;11900.00;30571;NULL;0.00;11900.00;0.00;629
100001851;CREMA FORZ 24 SBS;POTE;GERCO;HOSPITALARIOS;0.00;40631.36;0.00;0.00;44325.00;24;0;1;0;0;0;22;0.00;0.00;40631.36;0.00;0.00;0.00;40631.36;40631.36;63800.00;30571;NULL;2900.00;68900.00;0.00;633
100001852;CREMA FORZ 60 GR;POTE;GERCO;HOSPITALARIOS;0.00;10522.00;0.00;0.00;10522.00;1;0;0;0;1;0;0;10522.00;0.00;0.00;0.00;0.00;0.00;10522.00;10522.00;14900.00;30571;NULL;0.00;14900.00;0.00;634
100001856;SIVITAM GOTAS 30 ML;FRASCO;GERCO;MULTIVITAMINICOS;0.00;13800.00;0.00;0.00;6900.00;1;0;0;0;2;0;0;13800.00;0.00;0.00;0.00;0.00;0.00;13800.00;13800.00;23800.00;30571;NULL;0.00;11900.00;0.00;636
100001858;SUERO GERCO RHIFISOL 12X14;AMPOLLA;N/A ;DROGA BLANCA;0.00;7487.50;0.00;0.00;20965.00;14;0;1;0;0;0;5;0.00;0.00;7487.50;0.00;0.00;0.00;7487.50;7487.50;9500.00;30571;NULL;1900.00;21900.00;0.00;7447
100001904;DERMOVATE UNGUENTO 40 GM;AMPOLLA;N/A ;ETICOS;55120.00;0.00;0.00;0.00;55120.00;1;0;0;0;1;0;0;55120.00;0.00;0.00;0.00;0.00;0.00;55120.00;55120.00;61900.00;30571;NULL;0.00;61900.00;0.00;8411
