CodProducto;Nombre;Presentacion;Laboratorio;Ubicacion;Exento;Excluido;NoGravado;Gravado;Costo;ContenidoIntCaja;ContenidoIntBlister;ContenidoIntUnidad;Iva;InventarioCaja;InventarioBlister;InventarioUnidad;CostoCaja;CostoBlister;CostoUnidad;ValorIvaCaja;ValorIvaBlister;ValorIvaUnidad;CostoTotal;CostoTotalIva;VentaTotal;Sucursal;CodigoBarras;PrecioUnidad;PrecioCaja;PrecioBlister;IdProducto
01256;LAPIZ DELINEADOR KALOE SURTIDO;AMP;N/A;MAQUILLAJE;0.00;0.00;0.00;27930.00;4655.00;1;0;0;19;6;0;0;27930.00;0.00;0.00;5306.70;0.00;0.00;27930.00;33236.70;41400.00;30572;NULL;0.00;6900.00;0.00;12897
01267;PAPAS RECETA CLASICA 38 G;AMP;N/A;PAPAS;0.00;0.00;0.00;2898.00;1449.00;1;0;0;19;2;0;0;2898.00;0.00;0.00;550.62;0.00;0.00;2898.00;3448.62;4000.00;30572;NULL;1226.00;2000.00;0.00;4025
01432;PAPAS 30 G ;AMP;N/A;PAPAS;0.00;0.00;0.00;10483.00;953.00;1;0;0;19;11;0;0;10483.00;0.00;0.00;1991.77;0.00;0.00;10483.00;12474.77;16500.00;30572;NULL;0.00;1500.00;0.00;5668
01432;PAPAS 30 G ;AMP;N/A;PAPAS;0.00;0.00;0.00;12428.00;956.00;1;0;0;19;13;0;0;12428.00;0.00;0.00;2361.32;0.00;0.00;12428.00;14789.32;19500.00;30572;NULL;0.00;1500.00;0.00;5668
01536;DETODITO 155 G  FAMILIAR GDE;AMP;N/A;PAPAS;0.00;0.00;0.00;20940.00;3490.00;1;0;0;19;6;0;0;20940.00;0.00;0.00;3978.60;0.00;0.00;20940.00;24918.60;30000.00;30572;NULL;0.00;5000.00;0.00;4027
02;CHOCLITOS 215 GR;AMP;N/A;PAPAS;0.00;0.00;0.00;3205.00;3205.00;1;0;0;19;1;0;0;3205.00;0.00;0.00;608.95;0.00;0.00;3205.00;3813.95;4800.00;30572;NULL;0.00;4800.00;0.00;3643
022000018465;SKITTLES 61.5 G ;AMP;N/A;DULCES;0.00;0.00;0.00;10316.25;2063.25;1;0;0;19;5;0;0;10316.25;0.00;0.00;1960.09;0.00;0.00;10316.25;12276.34;13500.00;30572;NULL;0.00;2700.00;0.00;12471
023361;PEINILLA NEGRAS ;AMP;N/A;PELUCHES;680.54;0.00;0.00;0.00;1166.67;12;0;1;0;0;0;7;0.00;0.00;680.54;0.00;0.00;0.00;680.54;680.54;2800.00;30572;NULL;400.00;4500.00;0.00;5732
023361;PEINILLA NEGRAS ;AMP;N/A;PELUCHES;500.00;0.00;0.00;0.00;1500.00;12;0;1;0;0;0;4;0.00;0.00;500.00;0.00;0.00;0.00;500.00;500.00;1600.00;30572;NULL;400.00;4500.00;0.00;5732
024812011438;VERUM 8 MG 30 TABLETAS(A) ;AMP;N/A;ETICOS;50000.00;0.00;0.00;0.00;50000.00;30;3;10;0;1;0;0;50000.00;0.00;0.00;0.00;0.00;0.00;50000.00;50000.00;79000.00;30572;NULL;20000.00;79000.00;20000.00;10770
02695;GUDIZ X 12 UN;AMP;N/A;PAPAS;0.00;0.00;0.00;630.00;630.00;1;0;0;5;1;0;0;630.00;0.00;0.00;31.50;0.00;0.00;630.00;661.50;1000.00;30572;NULL;1000.00;1000.00;0.00;4030
02977;DETODITO  45 G ;AMP;N/A;PAPAS;0.00;0.00;0.00;9384.00;1173.00;1;0;0;19;8;0;0;9384.00;0.00;0.00;1782.96;0.00;0.00;9384.00;11166.96;15200.00;30572;NULL;0.00;1900.00;0.00;4031
03053;NATUCHIS 140 G;AMP;N/A;PAPAS;0.00;0.00;0.00;2136.00;2136.00;1;0;0;19;1;0;0;2136.00;0.00;0.00;405.84;0.00;0.00;2136.00;2541.84;4500.00;30572;NULL;0.00;4500.00;0.00;4033
03053;NATUCHIS 140 G;AMP;N/A;PAPAS;0.00;0.00;0.00;6266.00;3133.00;1;0;0;19;2;0;0;6266.00;0.00;0.00;1190.54;0.00;0.00;6266.00;7456.54;9000.00;30572;NULL;0.00;4500.00;0.00;4033
0313;CORRECTOR VOGUE SURTIDO;AMP;N/A;MAQUILLAJE;28416.00;0.00;0.00;0.00;4736.00;1;0;0;0;6;0;0;28416.00;0.00;0.00;0.00;0.00;0.00;28416.00;28416.00;36600.00;30572;NULL;0.00;6100.00;0.00;12159
0315;RUBOR VOGUE SURTIDO ;AMP;N/A;MAQUILLAJE;0.00;0.00;0.00;59382.00;3299.00;1;0;0;19;18;0;0;59382.00;0.00;0.00;11282.58;0.00;0.00;59382.00;70664.58;88200.00;30572;NULL;0.00;4900.00;0.00;12160
031604013585;POTASSIUM 550 MG X 100 TAB ;AMP;N/A;NATURALES;5000.00;0.00;0.00;0.00;5000.00;1;0;0;0;1;0;0;5000.00;0.00;0.00;0.00;0.00;0.00;5000.00;5000.00;16800.00;30572;NULL;0.00;16800.00;0.00;12028
0335;CORTA UÑAS GRANDES;AMP;N/A;MAQUILLAJE;0.00;0.00;0.00;3000.00;1000.00;1;0;0;19;3;0;0;3000.00;0.00;0.00;570.00;0.00;0.00;3000.00;3570.00;9000.00;30572;NULL;0.00;3000.00;0.00;3844
036600813719;PROT.LABIAL CHAPSTICK CEREZA;AMP;N/A;MAQUILLAJE;0.00;0.00;0.00;15603.00;7801.50;1;0;0;19;2;0;0;15603.00;0.00;0.00;2964.57;0.00;0.00;15603.00;18567.57;23600.00;30572;NULL;0.00;11800.00;0.00;2932
036600814013;PROTECTOR LABIAL CHAP STICK FRESA;AMP;N/A;MAQUILLAJE;0.00;0.00;0.00;31206.00;7801.50;1;0;0;19;4;0;0;31206.00;0.00;0.00;5929.14;0.00;0.00;31206.00;37135.14;47200.00;30572;NULL;0.00;11800.00;0.00;4190
039800011367;PILA ENERGIZER  MAX ALKALINA MED 2 UND;AMP;N/A;GILLETTE;0.00;0.00;0.00;16094.00;8047.00;1;0;0;19;2;0;0;16094.00;0.00;0.00;3057.86;0.00;0.00;16094.00;19151.86;27000.00;30572;NULL;0.00;13500.00;0.00;5912
039800088635;PILA ENERGIZER AUDITIVA CR2025;AMP;N/A;GILLETTE;0.00;0.00;0.00;11673.00;1297.00;1;0;0;19;9;0;0;11673.00;0.00;0.00;2217.87;0.00;0.00;11673.00;13890.87;45000.00;30572;NULL;0.00;5000.00;0.00;11240
039800113948;PILAS ENERGIZER AUDITIVA 4 UDS ;AMP;N/A;GILLETTE;0.00;0.00;0.00;10008.00;5004.00;1;0;0;19;2;0;0;10008.00;0.00;0.00;1901.52;0.00;0.00;10008.00;11909.52;15000.00;30572;NULL;0.00;7500.00;0.00;12018
041333014630;PILAS DURACELL AA ;AMP;N/A;GILLETTE;0.00;0.00;0.00;31986.72;2665.56;1;0;0;19;12;0;0;31986.72;0.00;0.00;6077.48;0.00;0.00;31986.72;38064.20;54000.00;30572;NULL;0.00;4500.00;0.00;3575
041333431482;PILAS DURACELL AAA;AMP;N/A;GILLETTE;0.00;0.00;0.00;37317.84;2665.56;1;0;0;19;14;0;0;37317.84;0.00;0.00;7090.39;0.00;0.00;37317.84;44408.23;63000.00;30572;NULL;0.00;4500.00;0.00;3574
047400097728;DTE GILLETTE CLEAR FEL COOL WAVE 113G;AMP;N/A;DESODORANTES;0.00;0.00;0.00;44391.00;14797.00;1;0;0;19;3;0;0;44391.00;0.00;0.00;8434.29;0.00;0.00;44391.00;52825.29;59400.00;30572;NULL;0.00;19800.00;0.00;2659
047400097872;DTE GILLETTE CLEAR GEL 113G;AMP;N/A;DESODORANTES;0.00;0.00;0.00;29594.00;14797.00;1;0;0;19;2;0;0;29594.00;0.00;0.00;5622.86;0.00;0.00;29594.00;35216.86;39600.00;30572;NULL;0.00;19800.00;0.00;2658
047400179240;REPUESTO PARA AFEITAR + 2 GILLETTE MACH3;AMP;N/A;GILLETTE;0.00;0.00;0.00;67457.55;13491.51;1;0;0;19;5;0;0;67457.55;0.00;0.00;12816.93;0.00;0.00;67457.55;80274.48;110000.00;30572;NULL;0.00;22000.00;0.00;3023
05;DORITOS 38 GR;AMP;N/A;PAPAS;0.00;0.00;0.00;5500.00;1100.00;1;0;0;19;5;0;0;5500.00;0.00;0.00;1045.00;0.00;0.00;5500.00;6545.00;7500.00;30572;NULL;0.00;1500.00;0.00;3646
052;LAPIZ DELINIADOR MARIPOSA ;AMP;N/A;MAQUILLAJE;0.00;0.00;0.00;5205.00;1041.00;1;0;0;19;5;0;0;5205.00;0.00;0.00;988.95;0.00;0.00;5205.00;6193.95;10000.00;30572;NULL;0.00;2000.00;0.00;11909
0525;LECHE ALPINA DESLACTOSADA PACA POR 6;AMP;N/A;GASEOSAS;12212.68;0.00;0.00;0.00;18319.00;6;0;1;0;0;0;4;0.00;0.00;12212.68;0.00;0.00;0.00;12212.68;12212.68;14000.00;30572;NULL;3500.00;21000.00;0.00;12139
070847004707;MONSTER 473 ML;AMP;N/A;GASEOSAS;14842.50;0.00;0.00;0.00;4947.50;1;0;0;0;3;0;0;14842.50;0.00;0.00;0.00;0.00;0.00;14842.50;14842.50;17700.00;30572;NULL;0.00;5900.00;0.00;8809
070942018401;SEDA DENTAL 2004 183 MTS ;AMP;N/A;CUIDADO ORAL;0.00;0.00;0.00;22338.00;7446.00;1;0;0;19;3;0;0;22338.00;0.00;0.00;4244.22;0.00;0.00;22338.00;26582.22;37500.00;30572;NULL;0.00;12500.00;0.00;8997
070942303194;HILO DENTAL GUM MENTA 129 M;AMP;N/A;CUIDADO ORAL;0.00;0.00;0.00;23233.00;3319.00;1;0;0;19;7;0;0;23233.00;0.00;0.00;4414.27;0.00;0.00;23233.00;27647.27;41300.00;30572;NULL;0.00;5900.00;0.00;13061
070942306935;KIT DE ORTODONCIA SUNSTAR GUM;AMP;N/A;CUIDADO ORAL;0.00;0.00;0.00;23520.00;7840.00;1;0;0;19;3;0;0;23520.00;0.00;0.00;4468.80;0.00;0.00;23520.00;27988.80;32700.00;30572;NULL;0.00;10900.00;0.00;12521
079400110695;DTE REXONA  CLINICA WOM.48 GR M ;AMP;N/A;DESODORANTES;0.00;0.00;0.00;13344.00;13344.00;1;0;0;19;1;0;0;13344.00;0.00;0.00;2535.36;0.00;0.00;13344.00;15879.36;18500.00;30572;NULL;0.00;18500.00;0.00;4056
079400300546;DTE REXOA CLINICAL MEN SPORT STRE;AMP;N/A;DESODORANTES;0.00;0.00;0.00;30712.00;15356.00;1;0;0;19;2;0;0;30712.00;0.00;0.00;5835.28;0.00;0.00;30712.00;36547.28;43800.00;30572;NULL;0.00;21900.00;0.00;11979
079400452030;CHA.DOVE ANTICAS  355 ML;AMP;N/A;CUIDADO DEL CABELLO;0.00;0.00;0.00;12303.00;12303.00;1;0;0;19;1;0;0;12303.00;0.00;0.00;2337.57;0.00;0.00;12303.00;14640.57;16800.00;30572;NULL;0.00;16800.00;0.00;12713
079400476692;DTE REXONA CLINICAL STRESS CONTROL 48 GR;AMP;N/A;DESODORANTES;0.00;0.00;0.00;13513.00;13513.00;1;0;0;19;1;0;0;13513.00;0.00;0.00;2567.47;0.00;0.00;13513.00;16080.47;18500.00;30572;NULL;0.00;18500.00;0.00;8620
079400678904;CHA.DOVE ANTICAS 2EN1 MENTA REFRE 355 ML;AMP;N/A;CUIDADO DEL CABELLO;0.00;0.00;0.00;12303.00;12303.00;1;0;0;19;1;0;0;12303.00;0.00;0.00;2337.57;0.00;0.00;12303.00;14640.57;17500.00;30572;NULL;0.00;17500.00;0.00;12559
08;NATUCHIPS 40 GR ;AMP;N/A;PAPAS;0.00;0.00;0.00;1906.00;953.00;1;0;0;19;2;0;0;1906.00;0.00;0.00;362.14;0.00;0.00;1906.00;2268.14;3000.00;30572;NULL;0.00;1500.00;0.00;3649
08;NATUCHIPS 40 GR ;AMP;N/A;PAPAS;0.00;0.00;0.00;5435.00;1087.00;1;0;0;19;5;0;0;5435.00;0.00;0.00;1032.65;0.00;0.00;5435.00;6467.65;7500.00;30572;NULL;0.00;1500.00;0.00;3649
0803;PAPAS GRANDES 115 G;AMP;N/A;PAPAS;0.00;0.00;0.00;2777.00;2777.00;1;0;0;19;1;0;0;2777.00;0.00;0.00;527.63;0.00;0.00;2777.00;3304.63;4000.00;30572;NULL;0.00;4000.00;0.00;3866
09;ROSQUITOS 17 GR ;AMP;N/A;PAPAS;0.00;0.00;0.00;4324.00;1081.00;1;0;0;5;4;0;0;4324.00;0.00;0.00;216.20;0.00;0.00;4324.00;4540.20;6000.00;30572;NULL;0.00;1500.00;0.00;3650
1;SOBRES SHAMPOO;AMP;N/A;SOBRES;0.00;0.00;0.00;13418.34;344.06;1;0;0;19;39;0;0;13418.34;0.00;0.00;2549.48;0.00;0.00;13418.34;15967.82;27300.00;30572;NULL;0.00;700.00;0.00;6042
1;SOBRES SHAMPOO;AMP;N/A;SOBRES;0.00;0.00;0.00;25250.00;420.83;1;0;0;19;60;0;0;25250.00;0.00;0.00;4797.50;0.00;0.00;25250.00;30047.50;42000.00;30572;NULL;0.00;700.00;0.00;6042
100000011;MUCOSINA GOTAS 30 ML;FCO;WYETH CONSUMER HEALTHCARE LTDA;ANALGESICOS;0.00;11644.00;0.00;0.00;11644.00;1;0;0;0;1;0;0;11644.00;0.00;0.00;0.00;0.00;0.00;11644.00;11644.00;14000.00;30572;NULL;0.00;14000.00;0.00;1627
100000012;MUCOSINA SUSPENSION 150 MG;FCO;WYETH CONSUMER HEALTHCARE LTDA;ANALGESICOS;0.00;40338.00;0.00;0.00;20169.00;1;0;0;0;2;0;0;40338.00;0.00;0.00;0.00;0.00;0.00;40338.00;40338.00;47000.00;30572;NULL;0.00;23500.00;0.00;1628
100000041;DAYAMINERAL E JARABE 240 ML;FCO;ABBOTT LABORATORIES S.A;VITAMINAS;0.00;0.00;0.00;29369.75;29369.75;1;0;0;19;1;0;0;29369.75;0.00;0.00;5580.25;0.00;0.00;29369.75;34950.00;36800.00;30572;NULL;0.00;36800.00;0.00;682
100000097;NEOSALDINA 100 GRAGEAS (A);BOT;GRUNENTHAL COLOMBIANA S.A.;HIDRATANTES;0.00;42555.20;0.00;0.00;106388.00;100;25;4;0;0;10;0;0.00;42555.20;0.00;0.00;0.00;0.00;42555.20;42555.20;55000.00;30572;NULL;1500.00;110000.00;5500.00;728
100000098;NEOSALDINA GOTAS 30 ML;FCO;GRUNENTHAL COLOMBIANA S.A.;ETICOS;0.00;90679.50;0.00;0.00;30226.50;1;0;0;0;3;0;0;90679.50;0.00;0.00;0.00;0.00;0.00;90679.50;90679.50;129000.00;30572;NULL;0.00;43000.00;0.00;729
100000112;PARACODINA GOTAS 30 ML;FCO;LAB. LEGRAND S.A.;ETICOS;0.00;10526.00;0.00;0.00;10526.00;1;0;0;0;1;0;0;10526.00;0.00;0.00;0.00;0.00;0.00;10526.00;10526.00;12800.00;30572;NULL;0.00;12800.00;0.00;1614
100000191;MAXITROL SUSPENSION 5 ML;FCO;ALCON DE COLOMBIA S.A;OFTALMICOS;0.00;30232.00;0.00;0.00;30232.00;1;0;0;0;1;0;0;30232.00;0.00;0.00;0.00;0.00;0.00;30232.00;30232.00;38900.00;30572;NULL;0.00;38900.00;0.00;2467
100000200;TOBREX GOTAS 5 ML;FCO;ALCON DE COLOMBIA S.A;OFTALMICOS;0.00;42183.00;0.00;0.00;42183.00;1;0;0;0;1;0;0;42183.00;0.00;0.00;0.00;0.00;0.00;42183.00;42183.00;49000.00;30572;NULL;0.00;49000.00;0.00;2469
100000241;LUZ ZUL GOTAS;UN;ARANGO VELEZ MARIA MARGARITA;OFTALMICOS;0.00;16377.34;0.00;0.00;8188.67;1;0;0;0;2;0;0;16377.34;0.00;0.00;0.00;0.00;0.00;16377.34;16377.34;21600.00;30572;NULL;0.00;10800.00;0.00;977
100000317;ALLEGRA 120 MG 10 COMPRIMIDOS (M);CJ;SANOFI AVENTIS DE COLOMBIA S.A;ETICOS;0.00;43850.00;0.00;0.00;43850.00;1;0;0;0;1;0;0;43850.00;0.00;0.00;0.00;0.00;0.00;43850.00;43850.00;52900.00;30572;NULL;0.00;52900.00;0.00;3508
100000375;NOVALGINA 2 ML 10 AMPOLLAS;CJ;SANOFI AVENTIS DE COLOMBIA S.A;ETICOS;0.00;18048.00;0.00;0.00;18048.00;1;0;0;0;1;0;0;18048.00;0.00;0.00;0.00;0.00;0.00;18048.00;18048.00;18048.00;30572;NULL;0.00;18048.00;0.00;460
100000378;NOVALGINA GOTAS 10 ML;FCO;SANOFI AVENTIS DE COLOMBIA S.A;ETICOS;0.00;17041.00;0.00;0.00;17041.00;1;0;0;0;1;0;0;17041.00;0.00;0.00;0.00;0.00;0.00;17041.00;17041.00;21800.00;30572;NULL;0.00;21800.00;0.00;943
100000400;RIFOCINA SPRAY 20 ML (M);FCO;N/A;ETICOS;0.00;34865.00;0.00;0.00;34865.00;1;0;0;0;1;0;0;34865.00;0.00;0.00;0.00;0.00;0.00;34865.00;34865.00;40000.00;30572;NULL;0.00;40000.00;0.00;462
100000449;TRAVAD ORAL LIMON 133 ML;FCO;BAXTER S.A.;HOSPITALARIOS;0.00;35244.00;0.00;0.00;17622.00;1;0;0;0;2;0;0;35244.00;0.00;0.00;0.00;0.00;0.00;35244.00;35244.00;41800.00;30572;NULL;0.00;20900.00;0.00;1816
100000450;ACID MANTLE CREMA 60 GR;TBO;BAYER S.A.;ANALGESICOS;0.00;39178.00;0.00;0.00;19589.00;1;0;0;0;2;0;0;39178.00;0.00;0.00;0.00;0.00;0.00;39178.00;39178.00;43600.00;30572;NULL;0.00;21800.00;0.00;2862
100000477;ASPIRINA EFERVESCENTE 500 MG 50 TABLETAS;CJ;BAYER S.A.;ANALGESICOS;0.00;15389.00;0.00;0.00;34975.00;50;25;2;0;0;11;0;0.00;15389.00;0.00;0.00;0.00;0.00;15389.00;15389.00;19800.00;30572;NULL;600.00;39800.00;1800.00;254
100000483;BAYCUTEN N CREMA 35 GR;TBO;BAYER S.A.;ETICOS;0.00;33638.00;0.00;0.00;33638.00;1;0;0;0;1;0;0;33638.00;0.00;0.00;0.00;0.00;0.00;33638.00;33638.00;38000.00;30572;NULL;0.00;38000.00;0.00;3413
100000505;CANESTEN CREMA TOPICA 50 GR;UN;BAYER S.A.;ETICOS;0.00;17185.00;0.00;0.00;17185.00;1;0;0;0;1;0;0;17185.00;0.00;0.00;0.00;0.00;0.00;17185.00;17185.00;19500.00;30572;NULL;0.00;19500.00;0.00;3415
100000505;CANESTEN CREMA TOPICA 50 GR;UN;BAYER S.A.;ETICOS;0.00;17457.00;0.00;0.00;17457.00;1;0;0;0;1;0;0;17457.00;0.00;0.00;0.00;0.00;0.00;17457.00;17457.00;19500.00;30572;NULL;0.00;19500.00;0.00;3415
100000510;CARDIOASPIRINA 100 MG 30 TABLETAS (M);CJ;BAYER S.A.;ETICOS;0.00;38028.00;0.00;0.00;38028.00;1;0;0;0;1;0;0;38028.00;0.00;0.00;0.00;0.00;0.00;38028.00;38028.00;44000.00;30572;NULL;0.00;44000.00;0.00;258
100000568;BIOCICAR CREMA 60 GR;TBO;BIOCHEM FARMACEUTICA DE COLOMB;CUIDADO CORPORAL;0.00;17248.00;0.00;0.00;17248.00;1;0;0;0;1;0;0;17248.00;0.00;0.00;0.00;0.00;0.00;17248.00;17248.00;20900.00;30572;NULL;0.00;20900.00;0.00;720
100000585;CHA.GAMADERM 60 ML;FCO;BIOCHEM FARMACEUTICA DE COLOMB;TINTES;0.00;26438.66;0.00;0.00;13219.33;1;0;0;0;2;0;0;26438.66;0.00;0.00;0.00;0.00;0.00;26438.66;26438.66;39000.00;30572;NULL;0.00;19500.00;0.00;711
100000592;NOXPIRIN ADULTOS DIA MANDARINA 24 SBS;CJ;BIOCHEM FARMACEUTICA DE COLOMB;GRIPA / TOS;0.00;13750.05;0.00;0.00;22000.00;24;0;1;0;0;0;15;0.00;0.00;13750.05;0.00;0.00;0.00;13750.05;13750.05;22500.00;30572;NULL;1500.00;30000.00;0.00;714
100000594;NOXPIRIN ADULTOS NOCHE LIMON MIEL 24 SBS;CJ;BIOCHEM FARMACEUTICA DE COLOMB;GRIPA / TOS;0.00;6416.69;0.00;0.00;22000.00;24;0;1;0;0;0;7;0.00;0.00;6416.69;0.00;0.00;0.00;6416.69;6416.69;14000.00;30572;NULL;2000.00;33000.00;0.00;715
100000596;NOXPIRIN JUNIOR 15 GR 24 SBS;DIS;BIOCHEM FARMACEUTICA DE COLOMB;GRIPA / TOS;0.00;24535.50;0.00;0.00;26766.00;24;0;1;0;0;0;22;0.00;0.00;24535.50;0.00;0.00;0.00;24535.50;24535.50;35200.00;30572;NULL;1600.00;32500.00;0.00;721
100000906;ATROVENT 0.025% 20 ML SOLUCION INHALADOR;FCO;BOEHRINGER INGELHEIM;ETICOS;0.00;21554.00;0.00;0.00;21554.00;1;0;0;0;1;0;0;21554.00;0.00;0.00;0.00;0.00;0.00;21554.00;21554.00;25900.00;30572;NULL;0.00;25900.00;0.00;777
100000910;BERODUAL SOLUCION INHALACION 20 ML;FCO;BOEHRINGER INGELHEIM;ETICOS;0.00;23396.33;0.00;0.00;23396.33;1;0;0;0;1;0;0;23396.33;0.00;0.00;0.00;0.00;0.00;23396.33;23396.33;31300.00;30572;NULL;0.00;31300.00;0.00;3401
100000916;BISOLVON NINOS 120 ML;FCO;BOEHRINGER INGELHEIM;GRIPA / TOS;0.00;21172.00;0.00;0.00;21172.00;1;0;0;0;1;0;0;21172.00;0.00;0.00;0.00;0.00;0.00;21172.00;21172.00;25200.00;30572;NULL;0.00;25200.00;0.00;778
100000918;BUSCAPINA 20 MG 1 ML 3 AMPOLLAS;CJ;BOEHRINGER INGELHEIM;ETICOS;0.00;27451.00;0.00;0.00;27451.00;3;0;1;0;1;0;0;27451.00;0.00;0.00;0.00;0.00;0.00;27451.00;27451.00;32900.00;30572;NULL;10900.00;32900.00;0.00;780
100000924;BUSCAPINA NF COMPOSITUM GOTAS 30 ML;FCO;BOEHRINGER INGELHEIM;ETICOS;0.00;21845.00;0.00;0.00;21845.00;1;0;0;0;1;0;0;21845.00;0.00;0.00;0.00;0.00;0.00;21845.00;21845.00;25500.00;30572;NULL;0.00;25500.00;0.00;783
100000929;COMPLEGEL NF 2ML 5 AMPOLLAS (M);CJ;BOEHRINGER INGELHEIM;ETICOS;0.00;12834.60;0.00;0.00;64173.00;5;0;1;0;0;0;1;0.00;0.00;12834.60;0.00;0.00;0.00;12834.60;12834.60;13500.00;30572;NULL;13500.00;78000.00;0.00;3408
100000945;ISODINE BUCOFARINGEO 120 ML;FCO;BOEHRINGER INGELHEIM;HOSPITALARIOS;0.00;17313.00;0.00;0.00;17313.00;1;0;0;0;1;0;0;17313.00;0.00;0.00;0.00;0.00;0.00;17313.00;17313.00;19900.00;30572;NULL;0.00;19900.00;0.00;795
100000952;ISODINE SOLUCION 120 ML;FCO;BOEHRINGER INGELHEIM;HOSPITALARIOS;0.00;29375.00;0.00;0.00;14687.50;1;0;0;0;2;0;0;29375.00;0.00;0.00;0.00;0.00;0.00;29375.00;29375.00;35600.00;30572;NULL;0.00;17800.00;0.00;801
100000955;ISODINE SOLUCION 60 ML;FCO;BOEHRINGER INGELHEIM;HOSPITALARIOS;0.00;7563.00;0.00;0.00;7563.00;1;0;0;0;1;0;0;7563.00;0.00;0.00;0.00;0.00;0.00;7563.00;7563.00;9900.00;30572;NULL;0.00;9900.00;0.00;802
100001057;KENACORT I.A.10 MG 5 ML AMPOLLA;UN;MERCK S.A.;ETICOS;0.00;32265.00;0.00;0.00;32265.00;1;0;0;0;1;0;0;32265.00;0.00;0.00;0.00;0.00;0.00;32265.00;32265.00;37000.00;30572;NULL;0.00;37000.00;0.00;3441
100001338;TRIGENTAX CREMA 40 GR;TBO;CHALVER DE COLOMBIA;ETICOS;0.00;28832.00;0.00;0.00;28832.00;1;0;0;0;1;0;0;28832.00;0.00;0.00;0.00;0.00;0.00;28832.00;28832.00;34500.00;30572;NULL;0.00;34500.00;0.00;1603
